id,can_smiles,ac
CHEMBL253878,O=C(Cc1ccccc1)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,1
CHEMBL1258845,NC(=O)c1cccc(OC2CC3CCC(C2)N3C2CCCCC2)c1,1
CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,1
CHEMBL3609635,COc1cc(-c2cn(C3CCc4c(ccc5ccccc45)N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,1
CHEMBL2146881,CNc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,1
CHEMBL541226,Clc1cccc(OC(c2ccccc2)C2CCNCC2)c1Cl,1
CHEMBL2031961,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,1
CHEMBL247891,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
CHEMBL3140084,CCCCCCC[N+](CC)(CC)CC#Cc1ccc(Cl)cc1,1
CHEMBL584538,O=c1cc(OCc2ccc(F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1
CHEMBL381362,O=C1C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCCN1C1(c2ccccc2)CCC(N2CCC3(CCOC3)CC2)CC1,1
CHEMBL397429,Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cc5ccccc5[nH]4)n2C)CC3)o1,1
CHEMBL367107,O=C1NC(=O)C(c2nn(CCCN3CCCC3)c3ccccc23)=C1c1cn(-c2ccc3ccccc3c2)c2ccccc12,1
CHEMBL3590500,C[n+]1c(C#Cc2ccc(-c3ccc(O)cc3)cc2)cccc1C#Cc1ccc(-c2ccc(O)cc2)cc1.O=S(=O)([O-])C(F)(F)F,1
CHEMBL2146867,CC1CN(CCc2ccc([N+](=O)[O-])cc2)CCN1CCc1ccc([N+](=O)[O-])cc1,1
CHEMBL1258166,NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CC2)c1,1
CHEMBL1835063,NC(=O)c1cnc(N2CCCC(N)C2)nc1Nc1cccc(C(F)(F)F)c1,1
CHEMBL250689,CC(=O)c1cccc(NC(=O)NC2CCCCC2CN2CCCC(Cc3ccc(F)cc3)C2)c1,1
CHEMBL493973,Nc1ccnc(N2CCC(n3c(=O)n(Cc4ccccc4)c4cccnc43)CC2)c1,1
CHEMBL3605123,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCCCCO)nc56)(CC3)OC4)nc2N1,1
CHEMBL3605117,CCOC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL1288675,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4ccc(F)cc4O)CC3)CC2)cc1,1
CHEMBL218735,CCOC(=O)C1CCCN(C(=N)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)C1,1
CHEMBL563451,Cc1ccc(Cn2c(N3CCC(N(C)C)CC3)nc3ccccc32)cc1,1
CHEMBL195180,Clc1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,1
CHEMBL1081685,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,1
CHEMBL1080293,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,1
CHEMBL522964,CC1CN(CC2(c3ccncc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1,1
CHEMBL492447,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1
CHEMBL253233,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1,1
CHEMBL1257145,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cc(F)c(F)cc45)CC3)cc21,1
CHEMBL3086035,O=C(NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)C1CCC(N2CCOCC2)CC1c1ccc(Br)cc1,1
CHEMBL3699580,Cc1ccc2nc(CN3CCCC3)n(Cc3ccc(Cl)cc3)c2c1,1
CHEMBL2036754,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(CC2CCCN(CC3CC3)C2)CC1,1
CHEMBL1836161,N#CC1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(CCc2ccccc2)CC1,1
CHEMBL564536,CCc1sc(CCc2cc(N3CCOCC3)cc(NC(C)c3cc(Cl)cc(NC(=O)OC(C)C)c3)n2)nc1C,1
CHEMBL395743,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)no1,1
CHEMBL495345,COc1ccc(CNC(=O)C2(c3ccccc3)CCN(c3cc(N)ccn3)CC2)cc1,1
CHEMBL3355638,CS(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)nn23)cc1,1
CHEMBL2046892,Fc1ccc(N(CCNCCc2ccccc2)c2ccc(F)cc2)cc1,1
CHEMBL435882,NC(CC(=O)N1CCCC1C(=O)NCc1ccc(C(F)(F)F)cc1)Cc1ccccc1F,1
CHEMBL1822860,O=C(c1ccccc1-c1ccc(OCCCN2CCCCC2)cc1)N1CCCCC1,1
CHEMBL3288810,COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL3577937,CCCCC1CC(N(C)C(C)C)CCC1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,1
CHEMBL3590445,CN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,1
CHEMBL390302,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1
CHEMBL239596,CC(C)N1CCN(C2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CC1,1
CHEMBL1094029,O=C(Nc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,1
CHEMBL1257937,Cc1cccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)c1,1
CHEMBL3422971,COc1cc2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2nc1C#N,1
CHEMBL512665,CCCCN(C1CCNCC1)S(=O)(=O)c1ccc2ccccc2c1,1
CHEMBL3604802,COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)N(C)C(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL1760226,COc1ccc(C2CN(CCc3cccc(OC)c3)CC2CNC(=O)c2cccc(Cl)c2)cc1,1
CHEMBL1257215,Cc1ncoc1-c1nnc(SCCCN2C3CCC2CC(c2ccc(C(C)(C)C)cc2)C3)n1C,1
CHEMBL511279,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5CC(F)F)CC3)cccc2n1,1
CHEMBL219106,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2N2CCCCC2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
CHEMBL2012266,Cc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1,1
CHEMBL570593,CC(C)(Cc1ccc2ccccc2c1)NCC(O)COc1ccc(CCC(=O)O)cc1C#N,1
CHEMBL562833,CC1(C)C2CCC13CCN(CCN1CCN(c4cccc(Cl)c4)C1=O)C3C2,1
CHEMBL206081,COc1ccc2c(=O)cc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)oc2c1,1
CHEMBL3582307,Fc1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)CN3)n2)cc1,1
CHEMBL3422963,COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1Cl,1
CHEMBL3354706,CC(C)(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncc(C#N)c3)ccc1O2,1
CHEMBL252031,CCC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,1
CHEMBL1095554,CC1(C)CC(NC(=O)c2ccc3[nH]ncc3c2)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,1
CHEMBL2407171,CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)Nc2ncccc23)CC1,1
CHEMBL1762802,CCN(CC)Cc1csc(-c2cn(CC3CCOCC3)c3c(F)cccc23)n1,1
CHEMBL2336055,CCOC(=O)N1CCC(CN2CCC(N3C(=O)Cc4ccccc43)C2)CC1,1
CHEMBL523167,CN(CCc1ccc(Cl)c(Cl)c1)CC(O)COc1ccc(NS(C)(=O)=O)cc1,1
CHEMBL2324263,Cc1ccc(COCc2cccc(COCc3ccc(C)cc3)[n+]2C)cc1,1
CHEMBL3286736,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)O3)nc1,1
CHEMBL1242081,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1,1
CHEMBL2347420,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCS(C)(=O)=O)c4ccc(OC(F)F)cc34)nc12,1
CHEMBL1836247,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccccc2OC)CC1,1
CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,1
CHEMBL455423,COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1,1
CHEMBL207300,COc1ccc2c(c1)c(NC1CCN(Cc3ccc4c(c3)OCO4)CC1)cc(=O)n2C,1
CHEMBL1835061,Cc1cccc(Nc2nc(NCC3CCCN3)ncc2C(N)=O)c1,1
CHEMBL55835,O=C(O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,1
CHEMBL149429,O=S(=O)(c1ccc(Cl)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,1
CHEMBL3604734,Cc1cc(NCc2c(F)cccc2C(F)(F)F)c2cccc(C(N)=O)c2n1,1
CHEMBL3590497,C[n+]1c(C#Cc2ccc(-c3cccc(Cl)c3)cc2)cccc1C#Cc1ccc(-c2cccc(Cl)c2)cc1.O=S(=O)([O-])C(F)(F)F,1
CHEMBL1762799,CCc1cccc2c(-c3nc(CN4CCCC4)cs3)cn(CC3CCOCC3)c12,1
CHEMBL1089830,CC1CN(C(=O)C2CN(C(C)(C)C)CC2c2ccc(F)cc2F)CC(C)C1(O)c1ccccn1,1
CHEMBL1761528,COCCCc1cc(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2CC2C(=O)OCOC(=O)C(C)(C)C)c1,1
CHEMBL1641614,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1
CHEMBL1642485,CCN(CC)CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1,1
CHEMBL1079640,Cc1ccc(-c2nnc(SCCCN3CC4CC4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,1
CHEMBL1801188,Cc1nnc(N2CCC(F)C2)c2nn(-c3ccc(OCC(F)(F)F)cc3)c(C)c12,1
CHEMBL3604735,Cc1cc(NCc2c(Cl)ccc(Cl)c2Cl)c2cccc(C(N)=O)c2n1,1
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1
CHEMBL3093965,CCCCCCC[N+](CC)(CC)CC#Cc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,1
CHEMBL471824,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(N2CCC3(CCNC3)CC2)nc1,1
CHEMBL565614,O/N=C(\c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1
CHEMBL582978,O/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1
CHEMBL3354704,CC(C)(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2,1
CHEMBL494275,CCN(CC)C(=O)c1ccc(C2=CC3(CCN(C)CC3)Oc3ccccc32)cc1,1
CHEMBL2012244,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,1
CHEMBL2179805,C=CC(=O)N1CCCC(n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,1
CHEMBL1761534,CCC(CC)(CCOc1cc(CCCOC)cc(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1)C(=O)O,1
CHEMBL1224700,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccc(C(F)(F)F)cc1,1
CHEMBL2041172,COc1cc(N2C(=O)N(c3ccc(-c4ccc5cn[nH]c5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
CHEMBL513568,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CCNC3)CC2)nc1,1
CHEMBL1169572,Cc1cc(Cl)ccc1-c1nc2c(cc1-c1ccc(Cl)cc1)C(/N=C(/O)C(O)C(F)(F)F)CC(C)(C)O2,1
CHEMBL2172192,CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3,1
CHEMBL3354688,CC(C)(C)COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,1
CHEMBL3093987,CCCCCCCN(CC)CC#CCOC(c1ccccc1)c1ccccc1,1
CHEMBL2146813,O=c1c2ccncc2c(Cc2ccc(Cl)cc2)nn1CC1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,1
CHEMBL1642492,CCN(CC)CCNc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1,1
CHEMBL226743,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1
CHEMBL1085778,CN1CC2CC1CN2c1ccc(-c2cccc3[nH]ccc23)cn1,1
CHEMBL2325206,Cc1ccc(CCOCCCc2cccc(CCCOCCc3ccc(C)cc3)[n+]2C)cc1,1
CHEMBL251241,CC(NC(=O)c1ccc(-c2ccc(Cl)cc2)o1)C(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1,1
CHEMBL478011,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCC1CCN(C)CC1,1
CHEMBL1079577,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C#N)cc5)C4)n3C)cccc2n1,1
CHEMBL2208432,O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)n1c(=O)[nH]c2ccccc21,1
CHEMBL2069500,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,1
CHEMBL2041176,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C#N)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,1
CHEMBL3355639,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)nn23)cc1,1
CHEMBL1085396,Cc1onc(-c2ccc(Cl)cc2)c1-c1ccc2cc(CCN3CCCC3C)ccc2n1,1
CHEMBL1796075,Cn1ccc(C2CCNCC2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,1
CHEMBL1671893,COc1ccc(C2CCN(CCN3CCOc4ccccc43)CC2)cc1OC,1
CHEMBL213761,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
CHEMBL1257459,CC(c1ccnc(Cl)c1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,1
CHEMBL514564,CC(=O)c1cccc(-c2cccc(-n3cc(C(=O)Nc4nccc(Cl)c4Cl)c(=O)c4cccnc43)c2)c1,1
CHEMBL1910299,O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(Br)c12)C1CC1,1
CHEMBL573034,COc1cc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)ccn1,1
CHEMBL1204061,CC1CN(C(=O)C2CN(C(C)(C)C)CC2c2ccc(F)cc2F)CC(C)C1(O)c1ccc(F)cc1,1
CHEMBL486162,CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1,1
CHEMBL3237713,CC(O)CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC(C)CC5)c4n3)nn2)CC1,1
CHEMBL1796073,Cn1ccc(C2CCNCC2C(=O)N(Cc2cn(Cc3ccccc3)c3cccc(F)c23)C2CC2)cc1=O,1
CHEMBL1771093,Cc1cc(N2CCC(C3CCN(c4ncc(Cl)cn4)CC3)CC2)nc(C#N)n1,1
CHEMBL1083025,CC1(C)CC(NC(=O)CCO)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,1
CHEMBL1086513,CC1CCCN1CCc1ccc2nc(-c3cnc(-c4ccccc4)s3)ccc2c1,1
CHEMBL1242623,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1,1
CHEMBL259243,O=C(c1ccc(Cl)cc1)N1CCC2(CCN(Cc3ccccc3Oc3ccccc3)CC2)CC1,1
CHEMBL501295,c1ccc(-c2[nH]c3ccccc3c2C2CC3CCC(C2)N3)cc1,1
CHEMBL1089103,CC1CN(C(=O)C2CN(c3ccccn3)CC2c2ccc(F)cc2F)CC(C)C1(O)c1ccccc1,1
CHEMBL3422959,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,1
CHEMBL568571,CCO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,1
CHEMBL556496,COc1cccc(C2CCCN(CCN3CCN(c4cccc(Cl)c4)C3=O)C2)c1,1
CHEMBL2012301,Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cccc1C(F)(F)F,1
CHEMBL550818,CN(CC1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1
CHEMBL503652,CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(=O)[nH]c7)[nH]6)CC5)cc4)nc3n2)CC1,1
CHEMBL1270063,N#Cc1nc(CCCNc2ccccn2)cc(-c2cccc(C(F)(F)F)c2)n1,1
CHEMBL3605002,COC(=O)C1CC1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL3605004,COC(=O)C1CC1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1
CHEMBL563998,CN1CC2CCN(c3ccc(-c4ccc(C#N)cc4)cc3)C2C1,1
CHEMBL398619,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1cccnc1,1
CHEMBL1760247,COc1ccc(C2CN(CCC3CCS(=O)(=O)CC3)CC2CC(=O)Nc2cccc(Cl)c2)cc1,1
CHEMBL375330,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCN(C(=O)N(C)C2CCN(CCCc3ccc(Cl)cc3)C2)C1,1
CHEMBL1092600,Cc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1,1
CHEMBL496860,Fc1ccc2c(C3CNCCC3F)c(-c3ccc4ccccc4c3)[nH]c2c1,1
CHEMBL1289063,CC(C)S(=O)(=O)NC1CN(c2ccccc2)CC1c1ccc(-c2ccc(F)nc2)cc1,1
CHEMBL563220,Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)CC2C3CN(CC4CCCC4)CC32)c1,1
CHEMBL1642188,CCOC(=O)c1sc2nc(/C=C/c3ccc(-n4cnc(C)c4)c(OC)c3)nc(N)c2c1C,1
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,1
CHEMBL74656,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,1
CHEMBL558467,CN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1
CHEMBL226704,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CCCCCC(=O)NCCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1
CHEMBL244278,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(Cl)c4)n2C)CC3)no1,1
CHEMBL1258961,NC(=O)c1cccc(OC2CC3CCC(C2)N3C2(c3ccccc3)CC2)c1,1
CHEMBL2069506,[O-][S+]1CCC(C2NC(c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)CC1,1
CHEMBL521830,Nc1ccnc(N2CCC(C(=O)Nc3ccc4ccccc4n3)(c3ccccc3)CC2)c1,1
CHEMBL526466,N#Cc1ccc2cc1Oc1ccc3c(c1)C(CC3)N1CCC(NCc3cncn3C2)C1=O,1
CHEMBL496531,O=C1c2cc3ccccc3n2CCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,1
CHEMBL1760222,COc1ccc(C2CN(Cc3ccc(OC)c(OC)c3)CC2CNC(=O)c2cccc(Cl)c2)cc1,1
CHEMBL3590498,Cc1ccc(-c2ccc(C#Cc3cccc(C#Cc4ccc(-c5ccc(C)cc5)cc4)[n+]3C)cc2)cc1.O=S(=O)([O-])C(F)(F)F,1
CHEMBL2017576,COc1cc(-c2cn(C3CC(C(C)(C)C)CCN(CC45CC6CC(CC(C6)C4)C5)C3=O)nn2)ccc1-n1cnc(C)c1,1
CHEMBL1224215,Cc1cc(C(N)=O)ccc1OC1CC2CCC(C1)N2Cc1ccccc1,1
CHEMBL496739,Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,1
CHEMBL3590451,O=C(N(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1)C(F)(F)F,1
CHEMBL500329,CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,1
CHEMBL560750,Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)CC2C3CN(CC4CC4)CC32)c1,1
CHEMBL1094028,O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,1
CHEMBL3422950,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(N7CCOCC7)nc56)(CC3)OC4)nc2N1,1
CHEMBL1257579,CC(c1ccc(Cl)nc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,1
CHEMBL1784472,COC(=O)c1cccc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1,1
CHEMBL368416,CN(C)CCCn1nc(C2=C(c3cn(-c4cccnc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
CHEMBL3590446,CCN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,1
CHEMBL1834854,O=C(CNc1noc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(c3nccs3)CC2)C1,1
CHEMBL425518,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,1
